codigo;nombre
Px-966;PROYECTO TITANIUM - RHEOLOGIA Y RESISTENCIAS HB400
Px-967;MORTERO SECO DE ESTUCO: PLANTA ANTOFAGASTA
Px-968;CONTRASTACIÓN ZONA NORTE
Px-969;COMPARACION ADITIVOS CON MICROSILICE INCORPORADA (Viscocrete 30 HSCL)
Px-970;HORMIGON CRIOGENICO SUCURSAL CON CON
Px-971;FLUIDIA PROBETAS CILINDRICAS
Px-972;FLUIDIA PALMUCHO
Px-973;COMPARACION DE ADITIVOS PARA CEMENTO INACESA AR
Px-974;FLUIDIA 30: PLANTA LA FLORIDA CON ARENA INDUSTRIAL LAFARGE - AS
Px-975;LA SERENA: POLVO DE ROCA CARANDAY
Px-976;HORMIGON CON RESISTENCIA A TEMPRANA EDAD
Px-977;BC300902010 DIOXIDO DE TITANIO  ( VARIOS %)    
Px-978;PAVIMENTO TRANSANTIAGO: PIGMENTO LIQUIDO CLARIANT
Px-979;SHOTCRETE HUMEDO MICHILLA
Px-980;PAVIMENTO INTERIOR MINERA ANDINA (LRC BINDER)
Px-981;PAVIMENTO POROSO PRUEBA IDIEM
Px-982;HORMIGON CANTO RODADO CON GRAVILLA 25 MM
Px-983;PLANTA VALDIVIA: NUEVA ARENA CORRECTORA VALDICOR
Px-984;AGILIA : NUEVA SOLUCIÓN
Px-985;HB80 CON TAMAÑO MÁXIMO 13 MM
Px-986;PAVIMENTO TENIENTE ANDINA
Px-987;ARENA INDUSTRIAL LAFARGE-SB
Px-988;FAST TRACK MINERIA
Px-989;FLUIDIA ANDINA
Px-990;PAVIMENTO TRANSANTIAGO BLENDT 
Px-991;DREN LA LIGUA
Px-992;HORMIGON POROSO: SUPERFICIE DE COMPACTACIÓN
Px-993;PROYECTO TITANIUM: CERTIFICACION IDIEM
Px-994;FREIRINA: TRICAM, SANTA ROSA, SANTA MARTA
Px-995;ESTUCOMIX CONCEPCIÓN
Px-996;ADITIVOS ALTERNATIVOS A P-121
Px-997;PROYECTO TITANIUM H600 20 MM
Px-998;HORMIGON ALTA RESISTENCIA  40 MM
Px-999;HV2009020F
Px-1678;ART C- 2502010 MARCELO MALLEA        
Px-1679;Control de Humedades Temuco  
Px-168;HORMIGONES ARIDOS VIÑA DEL MAR  EFECTO DE LA ARENA RUBIA
Px-1680;HCRCF                
Px-1681;HP Pradena vs Claro Vicuña                                                           
Px-1682;SH 30.0 (95)10/F MS7 METRO (V-5100 V/S V-30--GAIA     
Px-1683;HORMIGON PARA COMPARACION DE PRENSA ZN          
Px-1684;BELFI AEROPUERTO TEMUCO     
Px-1685;Revision Fluidia Melon Para V Region.    
Px-1686;Shotcrete Metro Xypex vs Penetron  
Px-1687;Comparación Arenas V región    
Px-1688;HORMIGON FLUIDO 4HRS.
Px-1689;Fluidia Termomuro.  
Px-169;COMPARACION PERDIDA DE CONO: CEMENTO TOLTECA BLANCO,  MELON EXTRA Y ESPECIAL – ADITIVOS 100RBI Y VZ-020
Px-1690;Viamix Chañaral         
Px-1691;SHOTCRETE LINEA 3.          
Px-1692;SOLENTACHE BACHY MANTENCION DE CONO.            
Px-1693;Control Cemento Bio Bio Ari Chillan   
Px-1694;Hormigón para comparación de Cemento Yura  
Px-1695;Solución Hormigón Fluido Caleta Puelche, Pta. Alerce  
Px-1696;Psb vs Huite         
Px-1697;CEMENTO CONCH  
Px-1698;TERMOMURO TALCAHUANO
Px-1699;ALERTA PLUS VTS.  
Px-170;ESTUDIO  TECNICO  DEL MORTERO DE ALBAÑILERIA LARGA VIDA (24 HRS) ARENA RODADA Tmax. 3 mm
Px-1700;Muestras Expohormigón 
Px-1701;Dioxido Titanio Baxim  
Px-1702;Hormigones de Prueba Valdivia      
Px-1703;FLUIDIA VALDIVIA.
Px-1704;ARTC3002010 M200 & M800
Px-1705;TEMOMURO 20 V REGION.
Px-1706;Comparación Áridos del Valle // Vallenar 
Px-1707;CONTRASTACION DE PRENSAS NACIONAL
Px-1708;CONTRASTACION DE PRENSAS COPIAPO 2013. 
Px-1709;Hormigones de Prueba Temuco (Palmetas)
Px-171;HB30.0(90)40/08 PARA CLIENTE SACYR – DISTINTAS DOSIS CEMENTO Y CONTENIDO ARENA (Confección en Osorno)
Px-1710;Hormigones estructurales Chadmo
Px-1711;Morteros Pegamix  Talcahuano 
Px-1712;FLUIDIA COPIAPO
Px-1713;HORMIGON RETRACCION COMPENSADA  NUEVO  
Px-1714;Comparacion Cementos Conch. 
Px-1715;Hormigones de Prueba Linea 6   
Px-1716; Efecto del Revibrado en la Resistencia mecánica del Hormigón
Px-1717;TERMOMURO 20 RANCAGUA  
Px-1718;Comparacion de cementos Extra V/S Bio Bio ARI TH
Px-1719;HB3008040/08 IMPERMEABILIDAD    
Px-172;HORMIGON CON ACELERANTE – PLANTA CONCEPCION (Conf. Planta)
Px-1720;Aridos Los Andes    
Px-1721;Comparacion de aridos molgas V/S aridos crespo 
Px-1722;Comparacion De Aridos Alto Hospicio- Iquique 
Px-1723;Comparacion cemento Extra v/s Bio Bio ARI TH
Px-1724;Estudio Hormigón Flexotracción - Chancado - tipo Cemento ( OPC )
Px-1725;Comparacion de Aridos Talca Constitucion
Px-1726;Sensibilidad dosis de aditivo y curado
Px-1727;Adición ayuda de bombeo ACTI - GEL
Px-1728;Performance arenas HTORRE vs HUENTELAQUEN
Px-1729;Uso de impermeabilizante por cristalización KIM-Kryton
Px-173;EFECTO ARENA MGA-PAILLACO EN HORMIGONES PLANTA VALDIVIA (Confección en Valdivia)
Px-1730;Estucomix Temuco
Px-1731;Fluidia Ovalle
Px-1732;Comparacion cementos M-HV-COP v/s VTS y EXTRA.
Px-1733;Aridos Calama      
Px-1734;Comparacion Arenas Castro
Px-1735;Hormigon Flexotracción V Region 
Px-1736; Impermeabilizantes Disponibles en Mercado Nacional 
Px-1737;CALUGAS DE COLORES
Px-1738;Comparación Gravilla D&S-Barrientos Osorno. 
Px-1739;Comparación Aridos PSB vs/ Aridos Sn. Felipe 
Px-174;HORMIGON COLOREADO VIÑA DEL MAR – PIGMENTO VERDE SERQUIM (Confección en Viña del Mar)
Px-1740;Estudio Cemento Extra kk Cemex
Px-1741;HB750  
Px-1742;Dosificación Investigación Microsilice        
Px-1743;Hormigón para comparación de Prensas ZN (III y IV Región).   
Px-1744;Comparación Aridos Valdivia       
Px-1745;Prueba Constitución   
Px-1746;Segregación Hormigón Fluido   
Px-1747;Comparación de Cementos         
Px-1748;COMPARACION V5100 V/S CV-9.    
Px-1749;Diseño HP Chimenea Guacolda               
Px-175;ADITIVO POLYHEED-RI ANALISIS DE SENSIBILIDAD
Px-1750;Termomuro Chillan  
Px-1751;Comparación de Arenas Los Angeles   
Px-1752;Comparación Sika Plast vs Superplastificante  
Px-1753;Comparación de Arenas Chillan              
Px-1754;Aridos Vallenar. 
Px-1755;Perdida de Cono - Tiempo Verano.         
Px-1756;Palmetas Jonathan   Mena           
Px-1757;Comparación Aridos Santa Laura, Rio Maipo vs Lo Sierra  
Px-1759;Metro Linea 3 Curva J3  
Px-176;COMPARACION ARIDOS MEGARIDOS PLANTA SAN BERNARDO v/s ARI-2
Px-1760;Pascualama    
Px-1761;Arenas Temuco Hormigones Bombeados   
Px-1762;Cemento OPC-BSA y Puzolana      
Px-1763;Comparacion Aridos Valllenar           
Px-1764;Permormance Cemento ZN            
Px-1765;TERMOMURO TEMUCO.  
Px-1766;Shotcrete Sn. Fernando         
Px-1767;Hormigon Liviano-uso de perlitas Cotux.    
Px-1768;Hormigon Retraccion Compensada KATEMU     
Px-1769;Comparacion de Expansiones     
Px-177;HORMIGONES CON RESISTENCIA A TEMPRANA EDAD CON USO DE ACELERANTES 
Px-1770;Aridos Arica        
Px-1771;Retraccion Compensada, Cemento tipo K        
Px-1772;Verificacion Aditivo MX-1390 Chadmo     
Px-1773;Comparación Aridos Calama                  
Px-1774;Comparación Cemento Extra en Función de Aditivos  
Px-1775;Estudio Agua Amasado, Pavimento Planta Chadmo               
Px-1776;Comparación Aridos Alternativos Chillan
Px-1777;Benchmarking Hormigones de la Competencia
Px-1778;Comparación arena normal vs arena fina, Sn. Antonio      
Px-1779;aditivo exp-gp-01 de grace    
Px-178;HORMIGONES PARA CURICO – ARIDOS TENO
Px-1780;Estudio Microsilice                    
Px-1781;Termomuro Sn. Martín              
Px-1782;Aditivos Sika para tiempo verano alternativos Mx1390   
Px-1783;aire incorporado en el tiempo             
Px-1784;Comparación Aditivo Pol-753 v/s MX 1700 + Cemex    
Px-1785;Sikaplast 2.0      
Px-1786;Comparación Laboratorio Cesmec         
Px-1787;Control Densidades Planta Peñaflor
Px-1788;Comparación Aditivos VIII Región                              
Px-1789;Comparación de Fillers CCalcio, Soprocal vs La Serena       
Px-179;HORMIGON CONO = 0 , LOSETA HUECA PRETENSADA – CLIENTE PRETESA
Px-1790;Fluidia Desmolde a 8 horas  
Px-1791;Comparación de Aridos RM          
Px-1792;Continua Blue Express. KATEMU             
Px-1793;Efecto del curado en la resistencia del hormigón  
Px-1794;Jonathan-Estudio de Permeabilidad por el uso de Fibras     
Px-1795;Comparación cemento Extra BB Vallenar vs Extra RM       
Px-1796;Definición dosis de Dry Producto Continua Osorno 
Px-1797;comparacion laboratorio lem copiapo          
Px-1798;Cem.Yura v/s Melon Extra Sensibilidad Aditivos            
Px-1799;Pegamix Talca      
Px-180;HORMIGON POBRE 1,5 SACOS CON ARIDOS DE RECHAZO 
Px-1800;HF 054 revisión de resistencia    
Px-1801;HF4,9(90)40-3- CON PLASTIFICANTE   
Px-1802;Comparación cemento Extra BB Vallenar vs Extra RM     
Px-1803;Comparacion de Aridos Valdivia     
Px-1804;Aditivos-CAVE-03.02.14    
Px-1805;HORMIGON POROSO HF028 
Px-1806;COMPARACION DE ARIDOS COPIAPO     
Px-1807;TERMOMURO LOS ANDES      
Px-1808;Flexo 13 mm Puerto Montt
Px-1809;CONTROL DE CEMENTOS ZONA NORTE       
Px-181;MORTERO FLUIDO – BOMBEABLE PARA RELLENO DENSIDAD CONTROLADA 
Px-1810;FLUIDIA OC 3013 (LA LIGUA)  
Px-1811;ESTUDIO DEL GEOSILEX      
Px-1812;HORMIGON DE PRUEBA OHL AEROPUERTO 
Px-1813;COMPARCION CCALIO SOPRACAL V/S CALCIO LA NIÑA LS  
Px-1814;ADITIVO INHIVIDOR DE CORROESION CAVE         
Px-1815;HORMIGONES DE PRUEBA LLAY LLAY      
Px-1816;hormigon termico la serena         
Px-1817;ESTUDIO ACELERANTES PARA SHOTCRETE 
Px-1818;Comparación de Arenas correctoras morgado vs catalan RM    
Px-1819;aditivos Grace exp cr 1856 y 1857 y otros Grace
Px-182;COMPARACION ADITIVOS 100RB (QUILICURA), VZ-020, R-200, CM1, 1OORI, SERGIO ANDRADE (VNP-70, VNS-25, SNS-57), R-300FC Y JOAQUIN LEAL (ZN-142, RP-240, TA-123)
Px-1820;Comparacion Arenas San Antonio       
Px-1821;Efecto del T4 y MF de la arena en la resistencia del ho       
Px-1822;Comparacion de Aditivos POL VS M-1700 
Px-1823;comp edad temp melon extra biobio ar teno y ari talcahu     
Px-1824;Seguimiento aridos Sobarzo,Santa Laura y PSB    
Px-1825;COMPARACION ADITIVO SP, V-5100/PLASTOL CM-3B                  
Px-1826;Aditivos Impermeabilizantes mercado Nacional     
Px-1827;INTRAPALST Efecto del Aditivo   
Px-1828;Aditivos Hiperrplastificantes v5100 Plastol/Adva-Grace                   
Px-1829;GB 300902015 Cabo Leones
Px-183;HORMIGONES PARA CHILOE – ARIDOS FIDEL NAVARRO 
Px-1830;CONTINUA CENTRO SUR 
Px-1832;Permeabilidades Cementos      
Px-1833;Familia Hormigones EXT 
Px-1834;Control De Expansion DRY D1CC (Continua Valdivia)
Px-1835;ADITIVOS BASF P-128 + PERMEABILIDAD
Px-1837;COMPARACION ARIDOS SALAMANCA
Px-1838;LOS CONDORES  
Px-1839;Comparación de Aridos Los Andes
Px-184;HORMIGON CON CEMENTO BLANCO CASA TAGLE
Px-1840;VIGAS POSTENSADAS ALERCE
Px-1841;COMPARACION DE ARIDOS TEMUCO 
Px-1842;Comparacion extra P.M  C.TONH YANG v/s C.HALLA
Px-1843;INHIBIDOR DE RETRACCION EN  TERMOMURO   
Px-1844;SHOTCRETE METRO 6
Px-1845;COMPARACION ARIDOS DOWLING/BARRIENTOS POZO CAIPULLI
Px-1846;ARTEPOLIS COLOR ART VERDE MONUMENTO TALCA
Px-1847;ADITIVO POL-753 V/S MX-335+ YURA
Px-1848;EFECTO DE LA PUZOLANA EN PERMEABILIDAD AL AGUA DEL HORMIGON
Px-1849;COMPARACION ARIDOS ANTOFAGASTA
Px-185;CONTROL HORMIGONES PLANTA QUILICURA
Px-1850;COMPARACION TALCAHUANO ARIDOS GRUESOS
Px-1851;HORMIGON HF EVALUACION PWL AMB
Px-1852;HORMIGON GRAVILLA 13MM A LA VISTA
Px-1853;Comparacion de Arenas PSB vs Sta. Gloria
Px-1854;Hormigonado en Tiempo Frio
Px-1855;Comparacion de Aridos Con Con
Px-1856;Contrastacion de Prensas
Px-1857;Comparación Aridos La Serena - Ovalle
Px-1858;Comparación Arenas PSB vs Sta.Laura (Lo Sierra)      
Px-1859;Aditivos Plastificantes Retardadores para Teniente 
Px-186;HORMIGONES PARA TIEMPO DE VIAJE LARGO
Px-1860;Comparación de Aditivos Arica 
Px-1861;Px-1861, Comparación Aridos Temuco  
Px-1862; VIAMIX RR1        
Px-1863; HP Puente Chacao    
Px-1864; HP Arica 13 mm
Px-1865;Shotcrete Talcahuano
Px-1866;FT
Px-1867; Memoria Victor Gallardo
Px-1868;Silica Coloidal Grace    
Px-1869;Fluidia San Fernando 
Px-187;HORMIGON COLOR  CON CEMENTO BLANCO TOLTECA – OBRA : CASA TAGLE – HC25.0(95)40/08 JC2 HC25.0(95)20/08 JC2
Px-1870;Shotcrete Talca
Px-1872;Comparación Aridos Vellenar    
Px-1873;Fluidia Las Garzas  
Px-1874;Performance Aridos Alerce - Pto.Montt  
Px-1875;PALMETAS A LA VISTA
Px-1876;Control De Expansion DRY D1CC, Katemu 
Px-1877;PSB vs Cuaternario
Px-1878;Drencret/Poroso
Px-1879;HP Concepcion, % Arena Fina
Px-188;HORMIGON CEMENTO BLANCO TAMAÑO MAXIMO 13 mm (HN35)
Px-1880;HP Temuco     
Px-1881;Performance Temuco  
Px-1882;Comparacion de Bandas granulometricas (Danny Acevedo)   
Px-1883;Fibras control retraccion Drymix-Fibermesh 150        
Px-1884;CONTINUA Osorno-Los Lagos       
Px-1885;Comparación Arenas PSB vs Cuaternario   
Px-1886;Memoria Francisco Espinoza           
Px-1887;Permeabilidad Shotcrete Distintas Dosis de Microsilice    
Px-1888;Comparacion Arena J.Catalan vs C.Alba          
Px-1889;Licitacion Aditivos 2014           
Px-189;SHOTCRETE DOMO IANSA CURICO
Px-1890;Saturación de HP con Adiciones
Px-1891;Licitacion aditivos - Nanosilise     
Px-1892;shotcrete alto maipo     
Px-1893;El Paso                    
Px-1894;Fluidia Talcahuano      
Px-1895;Viamix Temuco
Px-1896;Licitación Pigmentos  
Px-1897;Comparación Arenas Coyhaique
Px-1898;Cemento YURA HE   
Px-1899;HP el Teniente, Sika vs Ulmen     
Px-190;HORMIGON HC25.0(90)20/08 CON PIGMENTO NEGRO
Px-1900;ART C 250 20 12 Puchuncavi    
Px-1901;MAYCO VS APRISA PASCUA LAMA        
Px-1902;Uniformidad.         
Px-1903;Fluidia VE 2020 RM      
Px-1904;Fluidia San Antonio     
Px-1905;hormigon pavimento - metodo shilstone   
Px-1906;T3
Px-1907;Retracción Termomuro-Aditivos Inhibidores           
Px-1908;CON CON                                                                              
Px-1909;efecto t° del horm y dosis aditivo en resistencia hormi       
Px-191;MORTERO FLUIDO TIPO RDC – CON AIREANTE DE QUIMICA SGM
Px-1910;hormigon pavimento-factor compresion/flexo       
Px-1911;comp. aridos sagasca v/s caliche       
Px-1912;correlacion resistencia a la flexo, compr, cubo modf     
Px-1913;FLUIDIA VE 3020 (ovalle)       
Px-1914;efecto calidad arenas en resistencia mortero       
Px-1915;Aditivo MEGATX-MTS2000 PAVIMENTOS INDUSTRIALES  
Px-1916;Retardados con Inhibidores de Fraguado     
Px-1917;CONTINUA PLANTA OSORNO. 
Px-1918;VTS plus a edad temprana            
Px-1919;H-70 Andina (Tiempo de viaje 3hrs + colocacion 1.5hrs).     
Px-192;HORMIGONES DE PRUEBA PARA OSORNO (confeccionados en Osorno)
Px-1920;Comparación de ARENAS TALCAHUANO  
Px-1921;FLEXOTRACCION V REGION     
Px-1922;Homologacion Nanosilice      
Px-1923;Reutilización del homigón de desecho   
Px-1924;MASTERLIFE CI 222   
Px-1925;CONTINUA, Centro de Distribucion la Vara. 
Px-1926;FLUIDIA VE 3020 ANTOFAGASTA    
Px-1927;Permeabilidad y Metodos de Curado al Aire Libre.  
Px-1928;CONTINUA R.M 
Px-1929;H 500 a 3 Días    
Px-193;HORMIGONES PARA PROYECTO RUCUE  - METODO DE FAURY – CON AIRE INCORPORADO DE 5%
Px-1930;H 90   Osorno     
Px-1931;Puente Alivianado    
Px-1932;FLUIDIA OC 1520 (ABI METRO) 
Px-1933;FLUIDIA VE 3020 (IQUIQUE)    
Px-1934;Comparación YURA vs YURA-HE    
Px-1935;Central La Mina  
Px-1936;Aumento de cono en obra Shotcrete 
Px-1937;Lechada a/c 0.50        
Px-1938;HP SIKA 1   
Px-1939;Comparacion Aridos Con Con
Px-194;HORMIGONES CON 5% DE AIRE INCORPORADO – ADITIVOS ADIPLAST-3 Y FRO-BE
Px-1940;Pilotes Puente Chacao
Px-1941;Fluidia VTS     
Px-1942;Talcahuano Uso de Filler  
Px-1943;SPENCE 
Px-1944;HP FERROVIAL   
Px-1945;Comparacion Aditivos Retardador Sika vs Normet    
Px-1946;Pigmentos
Px-1947;Sensibilidad Aditivo Mx-1390 con Cemento Plus  
Px-1948;FLUIDIA VE 2513 (OVALLE)     
Px-1949;FLUIDIA 20mm
Px-195;MORTERO MD340 CON PIGMENTO MARATHON COLOR NEGRO
Px-1950;Comparación Superplastificantes
Px-1951;Comparacion Arenas La Serena
Px-1952;Control de Cementos Paralelo con Supercentro melón      
Px-1953;Viamix 484008    
Px-1954;Resistencia Shotcrete HB300901314  
Px-1955;Reutilizacion de Hormigones con Inhibidor de Fraguado
Px-1956;Comparacion Viamix La Polvora
Px-1957;comparacion cementos talcahuano    
Px-1958;viamix 484005
Px-1959;Alternativas Arenas correctoras RM  
Px-196;MORTERO MD340 CON PIGMENTO BAYER COLOR VERDE Y AIRE INCORPORADO – CEMENTO MELON ESPECIAL Y TOLTECA BLANCO
Px-1960;San Pedro 
Px-1961;aditivo plastificante plastocrete HP-200 sika v/s 1390
Px-1962;VIAMIX LOS LAGOS
Px-1963;Resistencia Temprana J.MENA  
Px-1964;Comparacion Cementos Talcahuano
Px-1965;H55  
Px-1966;Desempeño Aditivo Cavefugo  
Px-1967;Comparacion Aridos de Arica 
Px-1968;Hormigones con Baja Relación A/C
Px-1969;Fluidia Temuco
Px-197;HORMIGONES CONCEPCION – EFECTO ADITIVO INCORPORADOR DE AIRE  (Confeccionados en Concepción)
Px-1970;Comparación Cemento Melón Especial con Melón PLUS
Px-1971;Influencia del Vibrado y Curado en la Resistencia Flexo 
Px-1972;Correlacion Resistencia Flexo-Compresion-Hendimiento
Px-1973;HB 35.0(95)20/10 METRO      
Px-1974;FEDERICO ASSLER 
Px-1976;HP PINTURAS TRICOLOR 
Px-1977;Correlación compresión con tracción método PullOut 
PX-1978;Cemento Especial Danny Acevedo     
Px-1979;Lechada 2  
Px-198;CEMENTO EXTRA EN SACOS PLANTA CASTRO
Px-1980;Gravilla Rodada Ancud  
Px-1981;Fluidia 20mm La Serena  
Px-1982;Fluida las Garzas 20mm
Px-1983;H30 MAIPO   
Px-1984;Gravilla Temuco 10 mm (Aspecto)  
Px-1985;Resistencia a 1 dia en Funcion del Incremento Cemento Plus
Px-1986;Uniformidad Fluidia Siena
Px-1987;FLUIDO ALERCE  
Px-1988;Comp. Áridos SAN PEDRO v/s KSTONE
Px-1989;FLUIDA 13mm 
Px-199;COMPARACION ADITIVOS 100RB, 100RI, VZ-020, HE-91, R-200 Y CM1, EN HORMIGONES DE PLANTA QUILICURA
Px-1990;Aditivo Plastificante Grace EXP2760 VS SIKA 1390         
Px-1991;PERFORMANCE ARIDOS OSORNO
Px-1992;SHOTCRETE CODELCO USO DE ADITIVOS GRACE 
Px-1993;SHOTCRETE PRODALAM
Px-1994;PEGAMIX BALDOSA SALAMANCA   
Px-1995;Seguimiento Fluidia Uso de Calcio
Px-1996;Viamix RR      
Px-1997;CONTROL DRY-1C PARA CONTINUA.
Px-1998;Hormigón Flexo Vlll Región - Cemento BSA Premium - BB ARI Th - Melón Extra
Px-1999;SHOTCRETE J3
Px-200;COMPARACION CEMENTO MELON ESPECIAL (PTA. ESPEJO) v/s CEMENTO PREMIX (PTA. VIÑA DEL MAR
Px-2000;MEMORISTA CAMILA IRIBARRA
Px-2001;INICIO Y TERMINO DE FRAGUADO ATACAMA 1
Px-2002;Shotcrete J3 Modificanciones
Px-2003;SH3009010F MS5 METRO P4  
Px-2004;Comparacion San Pedro v/s Arenex  
Px-2005;PERFORMANCE ARIDOS VALDIVIA
Px-2006;Comparación Cavefugo-Sika 1- Sika WT-100
Px-2007;Fluidia Ancud 
Px-2008;Estudio Desmolde Temprano (DT)
Px-2009;Continua, Galpón Kaufmann
Px-201;COMPARACION CEMENTO BLANCO HUASCARAN  v/s TOLTECA
Px-2010;PRUEBA DE FLUIDIA PROBLEMA DE CEMENTO EXTRA
Px-2011;Pegamixceramico V Región
Px-2012;Ferrovial Agroman Linea Metro 6, Tramo 1 y 2.
Px-2013;SH3009010F M55 Metro P4  
Px-2014;Comparacion Arenas Correctoras Sta. Gloria v/s José Catalán. 
Px-2015;FluidiaTapón El Mauro
Px-2016;Comparacion Aridos La Esperanza Talca
Px-2017;CONTINUA TALCA 
Px-2018;Hormigon Especial Antofagasta Para Bombeo 
Px-2019;Cemento Especial Sensibilidad Aditivos Plastificantes - R90 
Px-202;EFECTO DESMOLDANTE EN EL REFRENTADO DE PROBETAS CILINDRICAS
Px-2020;Pegamix Ceramico RM
Px-2021;Comparacion Arena Correctora Duna vs J.Catalan 
Px-2022;Arena Fina Temuco 
Px-2023;Comparación Arenas Correctoras San Gabriel v/s Catalán  
Px-2024;Metacaolin Inconcrete - Durabilidad  
Px-2025;Superplastificante Aqua 930 Ulmen - Shotcrete 
Px-2026;Comparacion Arenas Finas Planta Rancagua    
Px-2027;Licitacion I y II Region
Px-2028;Comparación Cementos Extra La Serena v/s Espejo. 
Px-2029;Comparacion Arena Planta Los Andes 
Px-203;HORMIGONES OSORNO ARENA Y GRAVILLA DOWLING GRAVA SOCOVESA (Confeccionados en Osorno)
Px-2030;Canaleta Relave Pelambre
Px-2031;Fluidia Copiapo
Px-2032;Comparacion Arenas Coyhaique 
Px-2033;Mejoramiento Fluidia 13 m/m RM.  
Px-2034;Termomuro Salamanca - Illapel - Portento
Px-2035;Termomuro San Fernando   
Px-2036;Efecto Sobredosis Arena fina Santa Gloria V/S Jose Catalan
Px-2037;Aditivo Plastificante Grace Exp2760 v/s Mx -1390  
Px-2038;Contrastacion Temuco
Px-2039;Alternativa Diseño J2
Px-204;COEFICIENTE DE PERMEABILIDAD PRODUCTOS RDC
Px-2040;Densit 100 y Densit 150
Px-2041;CONTINUA  TALCAHUANO
Px-2042;CONTROL DE ARENAS (CAMILA)
Px-2043;CONTINUA PUERTO MONTT   
Px-2044;Continua San Fernando      
Px-2045;Flexo Canto Rodado 
Px-2046;Comparacion Arenas RM  
Px-2047;La Serena Canto Rodado 20mm   
Px-2048;Fundaciones Parque Eolico Los Angeles
Px-2049;Fluidia OC 6013 Antofagasta  
Px-205;COMPARACION ADITIVO R-200 DE IQUIQUE v/s ADITIVO R-200 DE ESPEJO
Px-2050;Continua Ampliación Sodimac  
Px-2051;Comparacion Arena Melon Machali-Portal Colonial   
Px-2052;Continua Rancagua
Px-2053;Continua San Fernando Agrosuper Sn. Vicente     
Px-2054;Continua Rancagua Deposito Cartocor Chile 
Px-2055;Madurez Cemento Plus 
Px-2056;Fluidia 13mm la Serena  
Px-2057;HP Camila - sensibilidad dosis cemento extra plus especial
Px-2058;Perlados RM
Px-2059;Shotcrete La Ligua 
Px-206;COMPARACION ADITIVOS DESMOLADANTES EN CEMENTO BLANCO
Px-2060;Efecto adicion Relave en la Resistencia Mecanica 
Px-2061;SHOTCRETE TENIENTE ZUBLIN 
Px-2062;Termomuro San Martin  
Px-2063;Fluidia Castro   
Px-2064;Termomuro ConCon 
Px-2065;Madurez HB300902010 y HF050804006 RK Región Metropolitana
Px-2066;Mortero Talcahuano 
Px-2067;Hormigon Adicion Fibra Dramix 5D Los Pelambres   
Px-2068;Comparación Arenas Arica
Px-2069;CANTO RODADO COYHAIQUE
Px-207;HORMIGON CON RESISTENCIA A 6 hrs. SOLO CON USO DE SIKAMENT FF-86
Px-2070;CONTINUA BODEGAS CENCOSUD
Px-2071;Fluidia Rancagua
Px-2072;H-35 A 3 DIAS - CON CON
Px-2073;Aditivos Hidrofugos Sika 100 Sika 1 y Cave Fugo
Px-2074;Comparacion dosis aditivo y curado intemperie 
Px-2075;TERMOMURO 3010 RM  
Px-2076;CONTINUA Bodegas Megalog 
Px-2077;Obrascon Huarte Lain s.a (Certificacion Metro)
Px-2078;Aditivos Cave - Grace - Sika 
Px-2079;CONTINUA BODEGAS SALCOBRAND
Px-208;HORMIGONES CON ALTAS DOSIS DE ADITIVO VZ-020
Px-2080;Control de Fluidias Cementos (SCM)    
Px-2081;Permeabilidad con cristalizantes y distintas A/C  
Px-2082;Fluidias Antofagasta  
Px-2083;Comparación Aridos Najar y Aridos H del Sur  
Px-2084;LECHADA     
Px-2085;FLUIDIA VE 3513     
Px-2086;COMPARACION ARENAS ARICA   
Px-2087;CONTROL SEMANAL DE FLUIDIA RM
Px-2088;Resumen Dosificacion: HB 300(90)20/F SBACHY     
Px-2089;HORMIGON POROSO ARAUCO
Px-209;COMPARACION CEMENTOS MELON PLANTAS RANCAGUA v/s SANTIAGO
Px-2090;Pruebas Daracem 109, Planta La Florida   
Px-2091;Comparacion permeabilidad 20X20/15X15
Px-2092;SACYR Prueba de Madurez
Px-2093;Pruebas De Madurez Ormuz
Px-2094;Uso De V-5100 En Hormigones Fluidos 
Px-2095;Fluidia 60 La Serena     
Px-2096;Continua Puerto Montt 
Px-2097;Comparacion Arenas V Region Con Con    
Px-2098;Cabo Leones 
Px-2099;H60 Los Bronces   
PX-210;RELLENO FLUIDO CON SUPERPLASTIFICANTE, APLICACIÓN REFINERIA DE PETROLEO CON CON.  ARENA RUBIA MINERA CASABLANCA
Px-2100;Investigacion Performance Aridos RM      
Px-2101;DRENCRET SAN FERNANDO   
Px-2102;Fluidia 3013 Talca.       
Px-2103;H100 MPA TENIENTE  
Px-2104;Estudio Flexotraccion 2016  
Px-2105;Desarrollo de hormigones de alta durabilidad    
Px-2106;Estudio T4 hormigones 13 mm         
Px-2107;HP Danny 
Px-2108;Uso Ceniza Bocamina en Hormigones (Fly Ash) 
Px-2109;Aditivos Tiempo Frio 
PX-211;MORTEROS PEGAMIX, LOSAMIX  VIÑA- CON CON. EMPLEO ARENA RUBIA FINA PROVEEDOR MURILLO.
Px-2110;Memoria Felipe Lopez 
Px-2111;Performance Cemento Zona Norte - Inacesa - Polpaico 400 - Transex
Px-2112;Hormigon de Caliche-Iquique  
Px-2113;Uso Agua Reciclada y Lodos  
Px-2114;Comparación Áridos PSB v/s Machali
Px-2115;Arenas PSB V/S Desaguador
Px-2116;Segimiento Resistencia Edad Temprana en tiempo frio
Px-2117;Arena Unica
